year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2009,Michigan State,Big Ten,,13,6,7,0,8,4,4,0,7,4,3,0,5,2,3,0
2009,Middle Tennessee,Sun Belt,,13,10,3,0,8,7,1,0,6,5,1,0,6,4,2,0
2009,Minnesota,Big Ten,,13,6,7,0,10,4,6,0,7,4,3,0,5,2,3,0
2009,Mississippi State,SEC,West,12,5,7,0,8,3,5,0,7,2,5,0,5,3,2,0
2009,Missouri,Big 12,North,13,8,5,0,8,4,4,0,6,3,3,0,4,3,1,0
2009,Navy,FBS Independents,,14,10,4,0,0,0,0,0,6,5,1,0,6,3,3,0
2009,NC State,ACC,Atlantic,12,5,7,0,8,2,6,0,8,5,3,0,4,0,4,0
2009,Nebraska,Big 12,North,14,10,4,0,9,6,3,0,7,5,2,0,5,4,1,0
2009,Nevada,Western Athletic,,13,8,5,0,8,7,1,0,6,5,1,0,6,3,3,0
2009,New Mexico,Mountain West,,12,1,11,0,8,1,7,0,6,1,5,0,6,0,6,0
2009,New Mexico State,Western Athletic,,13,3,10,0,8,1,7,0,6,2,4,0,7,1,6,0
2009,North Carolina,ACC,Coastal,13,8,5,0,8,4,4,0,7,5,2,0,5,3,2,0
2009,Northern Illinois,Mid-American,West,13,7,6,0,8,5,3,0,6,5,1,0,6,2,4,0
2009,North Texas,Sun Belt,,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2009,Northwestern,Big Ten,,13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
2009,Notre Dame,FBS Independents,,12,6,6,0,0,0,0,0,8,5,3,0,4,1,3,0
2009,Ohio,Mid-American,East,14,9,5,0,9,7,2,0,6,4,2,0,6,5,1,0
2009,Ohio State,Big Ten,,13,11,2,0,10,8,2,0,7,6,1,0,5,4,1,0
2009,Oklahoma,Big 12,South,13,8,5,0,8,5,3,0,6,6,0,0,4,1,3,0
2009,Oklahoma State,Big 12,South,13,9,4,0,8,6,2,0,8,6,2,0,4,3,1,0
2009,Ole Miss,SEC,West,13,9,4,0,8,4,4,0,7,6,1,0,5,2,3,0
2009,Oregon,Pac-10,,13,10,3,0,12,10,2,0,7,7,0,0,5,3,2,0
2009,Oregon State,Pac-10,,13,8,5,0,11,7,4,0,6,4,2,0,6,4,2,0
2009,Penn State,Big Ten,,13,11,2,0,8,6,2,0,8,6,2,0,4,4,0,0
2009,Pittsburgh,Big East,,13,10,3,0,7,5,2,0,7,6,1,0,5,3,2,0
2009,Purdue,Big Ten,,12,5,7,0,9,4,5,0,7,3,4,0,5,2,3,0
2009,Rice,Conference USA,West,12,2,10,0,8,2,6,0,6,2,4,0,6,0,6,0
2009,Rutgers,Big East,,13,9,4,0,7,3,4,0,7,4,3,0,5,4,1,0
2009,San Diego State,Mountain West,,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2009,San José State,Western Athletic,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2009,SMU,Conference USA,West,13,8,5,0,8,6,2,0,6,5,1,0,6,2,4,0
2009,South Carolina,SEC,East,13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0
2009,Southern Mississippi,Conference USA,East,13,7,6,0,8,5,3,0,6,6,0,0,6,1,5,0
2009,South Florida,Big East,,13,8,5,0,7,3,4,0,6,4,2,0,6,3,3,0
2009,Stanford,Pac-10,,13,8,5,0,9,6,3,0,7,6,1,0,5,2,3,0
2009,Syracuse,Big East,,12,4,8,0,7,1,6,0,8,4,4,0,4,0,4,0
2009,TCU,Mountain West,,13,12,1,0,8,8,0,0,6,6,0,0,6,6,0,0
2009,Temple,Mid-American,East,13,9,4,0,8,7,1,0,6,5,1,0,6,4,2,0
2009,Tennessee,SEC,East,13,7,6,0,8,4,4,0,8,6,2,0,4,1,3,0
2009,Texas,Big 12,South,14,13,1,0,9,9,0,0,6,6,0,0,5,5,0,0
2009,Texas A&M,Big 12,South,13,6,7,0,8,3,5,0,7,5,2,0,4,1,3,0
2009,Texas Tech,Big 12,South,13,9,4,0,8,5,3,0,7,6,1,0,4,1,3,0
2009,Toledo,Mid-American,West,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2009,Troy,Sun Belt,,13,9,4,0,8,8,0,0,5,5,0,0,7,4,3,0
2009,Tulane,Conference USA,West,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2009,Tulsa,Conference USA,West,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2009,UAB,Conference USA,East,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2009,UCF,Conference USA,East,13,8,5,0,8,6,2,0,7,6,1,0,5,2,3,0
2009,UCLA,Pac-10,,13,7,6,0,10,4,6,0,6,4,2,0,6,2,4,0
2009,UNLV,Mountain West,,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0
2009,USC,Pac-10,,13,9,4,0,10,6,4,0,6,4,2,0,6,4,2,0
2009,Utah,Mountain West,,13,10,3,0,10,7,3,0,6,6,0,0,6,3,3,0
2009,Utah State,Western Athletic,,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
2009,UTEP,Conference USA,West,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2009,Vanderbilt,SEC,East,12,2,10,0,8,0,8,0,6,1,5,0,6,1,5,0
2009,Virginia,ACC,Coastal,12,3,9,0,8,2,6,0,7,1,6,0,5,2,3,0
2009,Virginia Tech,ACC,Coastal,13,10,3,0,8,6,2,0,6,5,1,0,5,4,1,0
2009,Wake Forest,ACC,Atlantic,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
2009,Washington,Pac-10,,12,5,7,0,9,4,5,0,7,5,2,0,5,0,5,0
2009,Washington State,Pac-10,,12,1,11,0,9,0,9,0,6,1,5,0,6,0,6,0
2009,Western Kentucky,Sun Belt,,12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0
2009,Western Michigan,Mid-American,West,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2009,West Virginia,Big East,,13,9,4,0,7,5,2,0,7,7,0,0,5,2,3,0
2009,Wisconsin,Big Ten,,13,10,3,0,8,5,3,0,7,6,1,0,5,3,2,0
2009,Wyoming,Mountain West,,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2008,Air Force,Mountain West,,13,8,5,0,8,5,3,0,6,3,3,0,6,5,1,0
2008,Akron,Mid-American,East,12,5,7,0,8,3,5,0,5,1,4,0,7,4,3,0
2008,Alabama,SEC,West,14,12,2,0,9,8,1,0,7,7,0,0,4,4,0,0
2008,Arizona,Pac-10,,13,8,5,0,11,6,5,0,7,5,2,0,5,2,3,0
2008,Arizona State,Pac-10,,12,5,7,0,10,4,6,0,7,4,3,0,5,1,4,0
2008,Arkansas,SEC,West,12,5,7,0,8,2,6,0,6,3,3,0,5,1,4,0
2008,Arkansas State,Sun Belt,,12,6,6,0,7,4,3,0,5,4,1,0,7,2,5,0
2008,Army,FBS Independents,,12,3,9,0,0,0,0,0,6,2,4,0,5,1,4,0
2008,Auburn,SEC,West,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
2008,Ball State,Mid-American,West,14,12,2,0,9,8,1,0,6,6,0,0,6,6,0,0
2008,Baylor,Big 12,South,12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
2008,Boise State,Western Athletic,,13,12,1,0,8,8,0,0,6,6,0,0,6,6,0,0
2008,Boston College,ACC,Atlantic,14,9,5,0,9,5,4,0,7,5,2,0,5,4,1,0
2008,Bowling Green,Mid-American,East,12,6,6,0,8,4,4,0,5,1,4,0,7,5,2,0
2008,Buffalo,Mid-American,East,14,8,6,0,9,6,3,0,6,4,2,0,6,3,3,0
2008,BYU,Mountain West,,13,10,3,0,11,8,3,0,6,6,0,0,6,4,2,0
2008,California,Pac-10,,13,9,4,0,11,8,3,0,7,7,0,0,5,1,4,0
2008,Central Michigan,Mid-American,West,13,8,5,0,8,6,2,0,5,4,1,0,7,4,3,0
2008,Cincinnati,Big East,,14,11,3,0,7,6,1,0,6,6,0,0,7,5,2,0
2008,Clemson,ACC,Atlantic,13,7,6,0,8,4,4,0,7,5,2,0,4,2,2,0
2008,Colorado,Big 12,North,12,5,7,0,8,2,6,0,6,4,2,0,5,0,5,0
2008,Colorado State,Mountain West,,13,7,6,0,9,4,5,0,6,4,2,0,5,2,3,0
2008,Connecticut,Big East,,13,8,5,0,7,3,4,0,6,4,2,0,6,3,3,0
2008,Duke,ACC,Coastal,12,4,8,0,8,1,7,0,7,3,4,0,5,1,4,0
2008,East Carolina,Conference USA,East,14,9,5,0,9,7,2,0,5,4,1,0,7,4,3,0
2008,Eastern Michigan,Mid-American,West,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
2008,Florida,SEC,East,14,13,1,0,9,8,1,0,7,6,1,0,4,4,0,0
2008,Florida Atlantic,Sun Belt,,13,7,6,0,7,4,3,0,5,4,1,0,7,2,5,0
2008,Florida International,Sun Belt,,12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
2008,Florida State,ACC,Atlantic,13,9,4,0,8,5,3,0,8,5,3,0,4,3,1,0
2008,Fresno State,Western Athletic,,13,7,6,0,8,4,4,0,5,2,3,0,7,5,2,0
2008,Georgia,SEC,East,13,10,3,0,8,6,2,0,6,4,2,0,5,5,0,0
2008,Georgia Tech,ACC,Coastal,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
2008,Hawai'i,Western Athletic,,14,7,7,0,8,5,3,0,7,5,2,0,6,2,4,0
2008,Houston,Conference USA,West,13,8,5,0,8,6,2,0,6,5,1,0,6,2,4,0
2008,Idaho,Western Athletic,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2008,Illinois,Big Ten,,12,5,7,0,8,3,5,0,6,4,2,0,5,1,4,0
2008,Indiana,Big Ten,,12,3,9,0,8,1,7,0,8,3,5,0,4,0,4,0
2008,Iowa,Big Ten,,13,9,4,0,8,5,3,0,7,6,1,0,5,2,3,0
2008,Iowa State,Big 12,North,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0
2008,Kansas,Big 12,North,13,8,5,0,8,4,4,0,7,5,2,0,4,1,3,0
2008,Kansas State,Big 12,North,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
2008,Kent State,Mid-American,East,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2008,Kentucky,SEC,East,13,7,6,0,8,2,6,0,7,4,3,0,5,2,3,0
2008,Louisiana,Sun Belt,,12,6,6,0,7,5,2,0,5,4,1,0,7,2,5,0
2008,Louisiana Monroe,Sun Belt,,12,4,8,0,7,3,4,0,5,3,2,0,6,1,5,0
2008,Louisiana Tech,Western Athletic,,13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
2008,Louisville,Big East,,12,5,7,0,7,1,6,0,8,4,4,0,4,1,3,0
2008,LSU,SEC,West,13,8,5,0,8,3,5,0,8,5,3,0,4,2,2,0
2008,Marshall,Conference USA,East,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2008,Maryland,ACC,Atlantic,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2008,Memphis,Conference USA,East,13,6,7,0,8,4,4,0,7,4,3,0,5,2,3,0
2008,Miami,ACC,Coastal,13,7,6,0,8,4,4,0,6,4,2,0,6,3,3,0
2008,Miami (OH),Mid-American,East,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2008,Michigan,Big Ten,,12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
2008,Michigan State,Big Ten,,13,9,4,0,9,6,3,0,7,6,1,0,5,3,2,0
2008,Middle Tennessee,Sun Belt,,12,5,7,0,7,3,4,0,5,4,1,0,7,1,6,0
2008,Minnesota,Big Ten,,13,7,6,0,8,3,5,0,7,4,3,0,5,3,2,0
2008,Mississippi State,SEC,West,12,4,8,0,8,2,6,0,6,4,2,0,6,0,6,0
2008,Missouri,Big 12,North,14,10,4,0,9,5,4,0,6,5,1,0,4,3,1,0
2008,Navy,FBS Independents,,13,8,5,0,0,0,0,0,6,4,2,0,5,3,2,0
2008,NC State,ACC,Atlantic,13,6,7,0,8,4,4,0,7,4,3,0,5,2,3,0
2008,Nebraska,Big 12,North,13,9,4,0,8,5,3,0,8,6,2,0,4,2,2,0
2008,Nevada,Western Athletic,,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
2008,New Mexico,Mountain West,,12,4,8,0,9,3,6,0,6,3,3,0,6,1,5,0
2008,New Mexico State,Western Athletic,,12,3,9,0,8,1,7,0,6,1,5,0,6,2,4,0
2008,North Carolina,ACC,Coastal,13,8,5,0,8,4,4,0,7,5,2,0,5,3,2,0
2008,Northern Illinois,Mid-American,West,13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0
2008,North Texas,Sun Belt,,12,1,11,0,7,0,7,0,5,0,5,0,7,1,6,0
2008,Northwestern,Big Ten,,13,9,4,0,8,5,3,0,7,5,2,0,5,4,1,0
2008,Notre Dame,FBS Independents,,13,7,6,0,0,0,0,0,6,4,2,0,6,2,4,0
2008,Ohio,Mid-American,East,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2008,Ohio State,Big Ten,,13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
2008,Oklahoma,Big 12,South,14,12,2,0,9,8,1,0,6,6,0,0,5,5,0,0
2008,Oklahoma State,Big 12,South,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
2008,Ole Miss,SEC,West,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2008,Oregon,Pac-10,,13,10,3,0,10,8,2,0,6,5,1,0,6,4,2,0
2008,Oregon State,Pac-10,,13,9,4,0,11,7,4,0,6,5,1,0,6,3,3,0
2008,Penn State,Big Ten,,13,11,2,0,10,8,2,0,7,7,0,0,5,4,1,0
2008,Pittsburgh,Big East,,13,9,4,0,7,5,2,0,6,4,2,0,6,5,1,0
2008,Purdue,Big Ten,,12,4,8,0,9,2,7,0,7,4,3,0,5,0,5,0
2008,Rice,Conference USA,West,13,10,3,0,8,7,1,0,6,6,0,0,6,3,3,0
2008,Rutgers,Big East,,13,8,5,0,7,5,2,0,7,5,2,0,5,2,3,0
2008,San Diego State,Mountain West,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2008,San José State,Western Athletic,,12,6,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2008,SMU,Conference USA,West,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2008,South Carolina,SEC,East,13,7,6,0,8,4,4,0,7,5,2,0,5,2,3,0
2008,Southern Mississippi,Conference USA,East,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2008,South Florida,Big East,,13,8,5,0,7,2,5,0,6,4,2,0,6,3,3,0
2008,Stanford,Pac-10,,12,5,7,0,10,4,6,0,5,4,1,0,7,1,6,0
2008,Syracuse,Big East,,12,3,9,0,7,1,6,0,6,2,4,0,6,1,5,0
2008,TCU,Mountain West,,13,11,2,0,9,8,1,0,6,6,0,0,6,4,2,0
2008,Temple,Mid-American,East,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2008,Tennessee,SEC,East,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
2008,Texas,Big 12,South,13,12,1,0,8,7,1,0,7,7,0,0,4,3,1,0
2008,Texas A&M,Big 12,South,12,4,8,0,8,2,6,0,7,2,5,0,5,2,3,0
2008,Texas Tech,Big 12,South,13,11,2,0,8,7,1,0,7,7,0,0,5,4,1,0
2008,Toledo,Mid-American,West,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
2008,Troy,Sun Belt,,13,8,5,0,7,6,1,0,5,5,0,0,7,3,4,0
2008,Tulane,Conference USA,West,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2008,Tulsa,Conference USA,West,14,11,3,0,9,7,2,0,7,6,1,0,6,4,2,0
2008,UAB,Conference USA,East,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2008,UCF,Conference USA,East,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2008,UCLA,Pac-10,,12,4,8,0,10,3,7,0,7,3,4,0,5,1,4,0
2008,UNLV,Mountain West,,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0
2008,USC,Pac-10,,13,12,1,0,11,10,1,0,6,6,0,0,6,5,1,0
2008,Utah,Mountain West,,13,13,0,0,10,10,0,0,6,6,0,0,6,6,0,0
2008,Utah State,Western Athletic,,12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
2008,UTEP,Conference USA,West,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2008,Vanderbilt,SEC,East,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2008,Virginia,ACC,Coastal,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
2008,Virginia Tech,ACC,Coastal,14,10,4,0,9,6,3,0,6,6,0,0,5,2,3,0
2008,Wake Forest,ACC,Atlantic,13,8,5,0,8,4,4,0,7,5,2,0,5,2,3,0
2008,Washington,Pac-10,,12,0,12,0,10,0,10,0,7,0,7,0,5,0,5,0
2008,Washington State,Pac-10,,13,2,11,0,9,1,8,0,7,2,5,0,6,0,6,0
2008,Western Kentucky,FBS Independents,,12,2,10,0,0,0,0,0,5,1,4,0,7,1,6,0
2008,Western Michigan,Mid-American,West,13,9,4,0,8,6,2,0,6,6,0,0,6,3,3,0
2008,West Virginia,Big East,,13,9,4,0,7,5,2,0,7,6,1,0,5,2,3,0
2008,Wisconsin,Big Ten,,13,7,6,0,8,3,5,0,7,5,2,0,5,2,3,0
2008,Wyoming,Mountain West,,12,4,8,0,8,1,7,0,7,3,4,0,5,1,4,0
